A0A024RBG1,NUD4B_HUMAN
Q96LM5,CD045_HUMAN
Q96LP6,CL042_HUMAN
Q96LQ0,PPR36_HUMAN
Q96LR2,LURA1_HUMAN
Q96LR4,TAFA4_HUMAN
Q96LR7,CB050_HUMAN
Q96LT4,SAMD8_HUMAN
Q96LT9,RNPC3_HUMAN
Q96LU7,MRFL_HUMAN
Q96LW1,Z354B_HUMAN
Q96LW4,PRIPO_HUMAN
Q96LW9,ZSC31_HUMAN
Q96LX7,CCD17_HUMAN
Q96LX8,ZN597_HUMAN
Q96LY2,CC74B_HUMAN
Q96LZ2,MAGBA_HUMAN
Q96LZ7,RMD2_HUMAN
Q96M02,CJ090_HUMAN
Q96M11,HYLS1_HUMAN
Q96M20,CNBD2_HUMAN
Q96M27,PRRC1_HUMAN
Q96M29,TEKT5_HUMAN
Q96M34,TEX55_HUMAN
Q96M43,NBPF4_HUMAN
Q96M53,TBATA_HUMAN
Q96M60,F227B_HUMAN
Q96M61,MAGBI_HUMAN
Q96M63,CC114_HUMAN
Q96M69,LRGUK_HUMAN
Q96M83,CCDC7_HUMAN
Q96M86,DNHD1_HUMAN
Q96M89,CC138_HUMAN
Q96M93,ADAD1_HUMAN
Q96M96,FGD4_HUMAN
Q96M98,PACRG_HUMAN
Q96MA1,DMRTB_HUMAN
Q96MC2,DRC1_HUMAN
Q96MC4,C295L_HUMAN
Q96MC5,MERB1_HUMAN
Q96MC6,MF14A_HUMAN
Q96MD7,CI085_HUMAN
Q96ME7,ZN512_HUMAN
Q96MF2,STAC3_HUMAN
Q96MF6,CQ10A_HUMAN
Q96MG2,JSPR1_HUMAN
Q96MG7,NSE3_HUMAN
Q96MH2,HEXI2_HUMAN
Q96MI9,CBPC4_HUMAN
Q96MK2,RIPR3_HUMAN
Q96MK3,FA20A_HUMAN
Q96MM3,ZFP42_HUMAN
Q96MM6,HS12B_HUMAN
Q96MM7,H6ST2_HUMAN
Q96MN9,ZN488_HUMAN
Q96MP5,ZSWM3_HUMAN
Q96MP8,KCTD7_HUMAN
Q96MR6,CFA57_HUMAN
Q96MR9,ZN560_HUMAN
Q96MS0,ROBO3_HUMAN
Q96MT1,RN145_HUMAN
Q96MT3,PRIC1_HUMAN
Q96MT7,CFA44_HUMAN
Q96MT8,CEP63_HUMAN
Q96MU6,ZN778_HUMAN
Q96MU7,YTDC1_HUMAN
Q96MV8,ZDH15_HUMAN
Q96MW1,CCD43_HUMAN
Q96MW5,COG8_HUMAN
Q96MW7,TIGD1_HUMAN
Q96MX3,ZNF48_HUMAN
Q96MY1,NOL4L_HUMAN
Q96MY7,F161B_HUMAN
Q96MZ0,GD1L1_HUMAN
Q96N03,VTM2L_HUMAN
Q96N06,SPT33_HUMAN
Q96N16,JKIP1_HUMAN
Q96N19,G137A_HUMAN
Q96N20,ZN75A_HUMAN
Q96N21,AP4AT_HUMAN
Q96N22,ZN681_HUMAN
Q96N23,CFA54_HUMAN
Q96N46,TTC14_HUMAN
Q96N64,PWP2A_HUMAN
Q96N67,DOCK7_HUMAN
Q96N77,ZN641_HUMAN
Q96N87,S6A18_HUMAN
Q96N95,ZN396_HUMAN
Q96N96,SPT13_HUMAN
Q96NA2,RILP_HUMAN
Q96NA8,TSNA1_HUMAN
Q96NB1,FOPNL_HUMAN
Q96NB3,ZN830_HUMAN
Q96NC0,ZMAT2_HUMAN
Q96ND0,F210A_HUMAN
Q96ND8,ZN583_HUMAN
Q96NE9,FRMD6_HUMAN
Q96NG3,TTC25_HUMAN
Q96NG5,ZN558_HUMAN
Q96NG8,ZN582_HUMAN
Q96NH3,BROMI_HUMAN
Q96NI6,LRFN5_HUMAN
Q96NI8,ZN570_HUMAN
Q96NJ6,ZFP3_HUMAN
Q96NK8,NDF6_HUMAN
Q96NL0,RUN3B_HUMAN
Q96NL1,TMM74_HUMAN
Q96NL3,ZN599_HUMAN
Q96NL6,SCLT1_HUMAN
Q96NL8,CH037_HUMAN
Q96NM4,TOX2_HUMAN
Q96NN9,AIFM3_HUMAN
Q96NR3,PTHD1_HUMAN
Q96NS5,ASB16_HUMAN
Q96NT0,CC115_HUMAN
Q96NT1,NP1L5_HUMAN
Q96NU0,CNT3B_HUMAN
Q96NU1,SAM11_HUMAN
Q96NW4,ANR27_HUMAN
Q96NX5,KCC1G_HUMAN
Q96NX9,DACH2_HUMAN
Q96NY7,CLIC6_HUMAN
Q96NY8,NECT4_HUMAN
Q96NY9,MUS81_HUMAN
Q96NZ1,FOXN4_HUMAN
Q96NZ9,PRAP1_HUMAN
Q96P16,RPR1A_HUMAN
Q96P26,5NT1B_HUMAN
Q96P31,FCRL3_HUMAN
Q96P44,COLA1_HUMAN
Q96P47,AGAP3_HUMAN
Q96P48,ARAP1_HUMAN
Q96P50,ACAP3_HUMAN
Q96P56,CTSR2_HUMAN
Q96P64,AGAP4_HUMAN
Q96P65,QRFPR_HUMAN
Q96P66,GP101_HUMAN
Q96P69,GPR78_HUMAN
Q96P70,IPO9_HUMAN
Q96P71,NECA3_HUMAN
Q96PC2,IP6K3_HUMAN
Q96PC5,MIA2_HUMAN
Q96PD2,DCBD2_HUMAN
Q96PD4,IL17F_HUMAN
Q96PD7,DGAT2_HUMAN
Q96PE1,AGRA2_HUMAN
Q96PE2,ARHGH_HUMAN
Q96PE3,INP4A_HUMAN
Q96PE5,OPALI_HUMAN
Q96PE6,ZIM3_HUMAN
Q96PF2,TSSK2_HUMAN
Q96PG1,M4A4E_HUMAN
Q96PG2,M4A10_HUMAN
Q96PI1,SPRR4_HUMAN
Q96PK6,RBM14_HUMAN
Q96PM9,Z385A_HUMAN
Q96PP4,TSG13_HUMAN
Q96PQ0,SORC2_HUMAN
Q96PQ1,SIG12_HUMAN
Q96PQ6,ZN317_HUMAN
Q96PR1,KCNC2_HUMAN
Q96PS8,AQP10_HUMAN
Q96PU4,UHRF2_HUMAN
Q96PU5,NED4L_HUMAN
Q96PU8,QKI_HUMAN
Q96PV0,SYGP1_HUMAN
Q96PV4,PNMA5_HUMAN
Q96PV6,LENG8_HUMAN
Q96PX1,RN157_HUMAN
Q96PX6,CC85A_HUMAN
Q96PX9,PKH4B_HUMAN
Q96PY6,NEK1_HUMAN
Q96PZ0,PUS7_HUMAN
Q96PZ2,F111A_HUMAN
Q96Q04,LMTK3_HUMAN
Q96Q05,TPPC9_HUMAN
Q96Q07,BTBD9_HUMAN
Q96Q15,SMG1_HUMAN
Q96Q35,FACC1_HUMAN
Q96Q40,CDK15_HUMAN
Q96Q42,ALS2_HUMAN
Q96Q45,TM237_HUMAN
Q96Q83,ALKB3_HUMAN
Q96Q89,KI20B_HUMAN
Q96Q91,B3A4_HUMAN
Q96QB1,RHG07_HUMAN
Q96QC0,PP1RA_HUMAN
Q96QD8,S38A2_HUMAN
Q96QD9,UIF_HUMAN
Q96QE2,MYCT_HUMAN
Q96QE3,ATAD5_HUMAN
Q96QE4,LR37B_HUMAN
Q96QF0,RAB3I_HUMAN
Q96QF7,ACRC_HUMAN
Q96QH2,PRAM_HUMAN
Q96QI5,HS3S6_HUMAN
Q96QK8,SIM14_HUMAN
Q96QP1,ALPK1_HUMAN
Q96QR8,PURB_HUMAN
Q96QS1,TSN32_HUMAN
Q96QS3,ARX_HUMAN
Q96QS6,KPSH2_HUMAN
Q96QT4,TRPM7_HUMAN
Q96QT6,PHF12_HUMAN
Q96QU1,PCD15_HUMAN
Q96QU4,FRG2B_HUMAN
Q96QU6,1A1L1_HUMAN
Q96R06,SPAG5_HUMAN
Q96RD6,PANX2_HUMAN
Q96RD7,PANX1_HUMAN
Q96RE7,NACC1_HUMAN
Q96RE9,ZN300_HUMAN
Q96RF0,SNX18_HUMAN
Q96RG2,PASK_HUMAN
Q96RI0,PAR4_HUMAN
Q96RI1,NR1H4_HUMAN
Q96RJ3,TR13C_HUMAN
Q96RJ6,FER3L_HUMAN
Q96RK0,CIC_HUMAN
Q96RK1,CITE4_HUMAN
Q96RL1,UIMC1_HUMAN
Q96RL6,SIG11_HUMAN
Q96RL7,VP13A_HUMAN
Q96RN1,S26A8_HUMAN
Q96RN5,MED15_HUMAN
Q96RP3,UCN2_HUMAN
Q96RP7,G3ST4_HUMAN
Q96RP8,KCNA7_HUMAN
Q96RQ9,OXLA_HUMAN
Q96RR1,PEO1_HUMAN
Q96RR4,KKCC2_HUMAN
Q96RS0,TGS1_HUMAN
Q96RT1,ERBIN_HUMAN
Q96RT6,CTGE2_HUMAN
Q96RT7,GCP6_HUMAN
Q96RT8,GCP5_HUMAN
Q96RU2,UBP28_HUMAN
Q96RU3,FNBP1_HUMAN
Q96RU7,TRIB3_HUMAN
Q96RU8,TRIB1_HUMAN
Q96RV3,PCX1_HUMAN
Q96RW7,HMCN1_HUMAN
Q96RY5,CRML_HUMAN
Q96S06,LMF1_HUMAN
Q96S15,WDR24_HUMAN
Q96S21,RB40C_HUMAN
Q96S38,KS6C1_HUMAN
Q96S53,TESK2_HUMAN
Q96S55,WRIP1_HUMAN
Q96S59,RANB9_HUMAN
Q96S65,CSRN1_HUMAN
Q96S66,CLCC1_HUMAN
Q96S82,UBL7_HUMAN
Q96S90,LYSM1_HUMAN
Q96S94,CCNL2_HUMAN
Q96S96,PEBP4_HUMAN
Q96S99,PKHF1_HUMAN
Q96SA4,SERC2_HUMAN
Q96SB3,NEB2_HUMAN
Q96SB4,SRPK1_HUMAN
Q96SC8,DMTA2_HUMAN
Q96SD1,DCR1C_HUMAN
Q96SE7,ZN347_HUMAN
Q96SF2,TCPQM_HUMAN
Q96SF7,TBX15_HUMAN
Q96SI1,KCD15_HUMAN
Q96SI9,STRBP_HUMAN
Q96SK2,TM209_HUMAN
Q96SK3,ZN607_HUMAN
Q96SL1,DIRC2_HUMAN
Q96SL8,FIZ1_HUMAN
Q96SM3,CPXM1_HUMAN
Q96SN7,ORAI2_HUMAN
Q96SN8,CK5P2_HUMAN
Q96SQ5,ZN587_HUMAN
Q96SQ7,ATOH8_HUMAN
Q96SR6,ZN382_HUMAN
Q96ST2,IWS1_HUMAN
Q96ST3,SIN3A_HUMAN
Q96ST8,CEP89_HUMAN
Q96SU4,OSBL9_HUMAN
Q96SW2,CRBN_HUMAN
Q96SZ4,ZSC10_HUMAN
Q96SZ5,AEDO_HUMAN
Q96SZ6,CK5P1_HUMAN
Q96T17,MA7D2_HUMAN
Q96T21,SEBP2_HUMAN
Q96T23,RSF1_HUMAN
Q96T37,RBM15_HUMAN
Q96T49,PP16B_HUMAN
Q96T51,RUFY1_HUMAN
Q96T54,KCNKH_HUMAN
Q96T55,KCNKG_HUMAN
Q96T58,MINT_HUMAN
Q96T59,CDRTF_HUMAN
Q96T60,PNKP_HUMAN
Q96T68,SETB2_HUMAN
Q96T83,SL9A7_HUMAN
Q96T88,UHRF1_HUMAN
Q96T92,INSM2_HUMAN
Q96TA1,NIBA2_HUMAN
Q96TA2,YMEL1_HUMAN
Q96TC7,RMD3_HUMAN
Q99062,CSF3R_HUMAN
Q99075,HBEGF_HUMAN
Q99081,HTF4_HUMAN
Q99217,AMELX_HUMAN
Q99250,SCN2A_HUMAN
Q99259,DCE1_HUMAN
Q99442,SEC62_HUMAN
Q99453,PHX2B_HUMAN
Q99456,K1C12_HUMAN
Q99457,NP1L3_HUMAN
Q99459,CDC5L_HUMAN
Q99460,PSMD1_HUMAN
Q99466,NOTC4_HUMAN
Q99469,STAC_HUMAN
Q99496,RING2_HUMAN
Q99500,S1PR3_HUMAN
Q99502,EYA1_HUMAN
Q99504,EYA3_HUMAN
Q99519,NEUR1_HUMAN
Q99523,SORT_HUMAN
Q99527,GPER1_HUMAN
Q99536,VAT1_HUMAN
Q99542,MMP19_HUMAN
Q99543,DNJC2_HUMAN
Q99547,MPH6_HUMAN
Q99549,MPP8_HUMAN
Q99550,MPP9_HUMAN
Q99558,M3K14_HUMAN
Q99569,PKP4_HUMAN
Q99570,PI3R4_HUMAN
Q99572,P2RX7_HUMAN
Q99575,POP1_HUMAN
Q99578,RIT2_HUMAN
Q99581,FEV_HUMAN
Q99583,MNT_HUMAN
Q99590,SCAFB_HUMAN
Q99592,ZBT18_HUMAN
Q99593,TBX5_HUMAN
Q99594,TEAD3_HUMAN
Q99595,TI17A_HUMAN
Q99598,TSNAX_HUMAN
Q99607,ELF4_HUMAN
Q99608,NECD_HUMAN
Q99612,KLF6_HUMAN
Q99613,EIF3C_HUMAN
Q99614,TTC1_HUMAN
Q99618,CDCA3_HUMAN
Q99624,S38A3_HUMAN
Q99626,CDX2_HUMAN
Q99633,PRP18_HUMAN
Q99638,RAD9A_HUMAN
Q99640,PMYT1_HUMAN
Q99645,EPYC_HUMAN
Q99650,OSMR_HUMAN
Q99661,KIF2C_HUMAN
Q99665,I12R2_HUMAN
Q99675,CGRF1_HUMAN
Q99676,ZN184_HUMAN
Q99677,LPAR4_HUMAN
Q99678,GPR20_HUMAN
Q99680,GPR22_HUMAN
Q99683,M3K5_HUMAN
Q99684,GFI1_HUMAN
Q99687,MEIS3_HUMAN
Q99689,FEZ1_HUMAN
Q99697,PITX2_HUMAN
Q99698,LYST_HUMAN
Q99700,ATX2_HUMAN
Q99704,DOK1_HUMAN
Q99708,CTIP_HUMAN
Q99715,COCA1_HUMAN
Q99717,SMAD5_HUMAN
Q99719,SEPT5_HUMAN
Q99726,ZNT3_HUMAN
Q99728,BARD1_HUMAN
Q99732,LITAF_HUMAN
Q99733,NP1L4_HUMAN
Q99741,CDC6_HUMAN
Q99742,NPAS1_HUMAN
Q99747,SNAG_HUMAN
Q99748,NRTN_HUMAN
Q99750,MDFI_HUMAN
Q99755,PI51A_HUMAN
Q99757,THIOM_HUMAN
Q99758,ABCA3_HUMAN
Q99759,M3K3_HUMAN
Q99767,APBA2_HUMAN
Q99788,CML1_HUMAN
Q99795,GPA33_HUMAN
Q99797,MIPEP_HUMAN
Q99801,NKX31_HUMAN
Q99807,COQ7_HUMAN
Q99808,S29A1_HUMAN
Q99811,PRRX2_HUMAN
Q99814,EPAS1_HUMAN
Q99816,TS101_HUMAN
Q99835,SMO_HUMAN
Q99848,EBP2_HUMAN
Q99853,FOXB1_HUMAN
Q99856,ARI3A_HUMAN
Q99865,SPI2A_HUMAN
Q99873,ANM1_HUMAN
Q99879,H2B1M_HUMAN
Q99880,H2B1L_HUMAN
Q99884,SC6A7_HUMAN
Q99909,SSX3_HUMAN
Q99928,GBRG3_HUMAN
Q99929,ASCL2_HUMAN
Q99932,SPAG8_HUMAN
Q99933,BAG1_HUMAN
Q99935,PROL1_HUMAN
Q99941,ATF6B_HUMAN
Q99942,RNF5_HUMAN
Q99944,EGFL8_HUMAN
Q99946,PRRT1_HUMAN
Q99952,PTN18_HUMAN
Q99956,DUS9_HUMAN
Q99958,FOXC2_HUMAN
Q99959,PKP2_HUMAN
Q99961,SH3G1_HUMAN
Q99962,SH3G2_HUMAN
Q99963,SH3G3_HUMAN
Q99966,CITE1_HUMAN
Q99967,CITE2_HUMAN
Q99973,TEP1_HUMAN
Q99983,OMD_HUMAN
Q99985,SEM3C_HUMAN
Q99986,VRK1_HUMAN
Q99988,GDF15_HUMAN
Q99990,VGLL1_HUMAN
Q99996,AKAP9_HUMAN
Q99999,G3ST1_HUMAN
Q9BPU6,DPYL5_HUMAN
Q9BPV8,P2Y13_HUMAN
Q9BPW5,RSLBB_HUMAN
Q9BPW8,NIPS1_HUMAN
Q9BPX3,CND3_HUMAN
Q9BPX6,MICU1_HUMAN
Q9BPZ2,SPI2B_HUMAN
Q9BPZ3,PAIP2_HUMAN
Q9BPZ7,SIN1_HUMAN
Q9BQ04,RBM4B_HUMAN
Q9BQ15,SOSB1_HUMAN
Q9BQ16,TICN3_HUMAN
Q9BQ31,KCNS3_HUMAN
Q9BQ39,DDX50_HUMAN
Q9BQ48,RM34_HUMAN
Q9BQ50,TREX2_HUMAN
Q9BQ52,RNZ2_HUMAN
Q9BQ61,TRIR_HUMAN
Q9BQ65,USB1_HUMAN
Q9BQ66,KR412_HUMAN
Q9BQ69,MACD1_HUMAN
Q9BQ70,TCF25_HUMAN
Q9BQ75,CMS1_HUMAN
Q9BQ87,TBL1Y_HUMAN
Q9BQ89,F110A_HUMAN
Q9BQ95,ECSIT_HUMAN
Q9BQA5,HINFP_HUMAN
Q9BQB4,SOST_HUMAN
Q9BQD7,ANKMT_HUMAN
Q9BQE6,LBHD1_HUMAN
Q9BQE9,BCL7B_HUMAN
Q9BQF6,SENP7_HUMAN
Q9BQG0,MBB1A_HUMAN
Q9BQG1,SYT3_HUMAN
Q9BQI3,E2AK1_HUMAN
Q9BQI4,CCDC3_HUMAN
Q9BQI5,SGIP1_HUMAN
Q9BQI6,SLF1_HUMAN
Q9BQI7,PSD2_HUMAN
Q9BQI9,NRIP2_HUMAN
Q9BQK8,LPIN3_HUMAN
Q9BQL6,FERM1_HUMAN
Q9BQM9,CT144_HUMAN
Q9BQN1,FA83C_HUMAN
Q9BQQ3,GORS1_HUMAN
Q9BQQ7,RTP3_HUMAN
Q9BQS2,SYT15_HUMAN
Q9BQS6,HSPB9_HUMAN
Q9BQS8,FYCO1_HUMAN
Q9BQT9,CSTN3_HUMAN
Q9BQW3,COE4_HUMAN
Q9BQY4,RHXF2_HUMAN
Q9BQY9,DBND2_HUMAN
Q9BR10,SPT25_HUMAN
Q9BR39,JPH2_HUMAN
Q9BR61,ACBD6_HUMAN
Q9BR76,COR1B_HUMAN
Q9BR77,CCD77_HUMAN
Q9BR84,ZN559_HUMAN
Q9BRA0,LSMD1_HUMAN
Q9BRC7,PLCD4_HUMAN
Q9BRD0,BUD13_HUMAN
Q9BRG2,SH23A_HUMAN
Q9BRH9,ZN251_HUMAN
Q9BRI3,ZNT2_HUMAN
Q9BRJ6,CG050_HUMAN
Q9BRJ9,MESP1_HUMAN
Q9BRK0,REEP2_HUMAN
Q9BRK4,LZTS2_HUMAN
Q9BRL6,SRSF8_HUMAN
Q9BRN9,TM2D3_HUMAN
Q9BRP0,OVOL2_HUMAN
Q9BRP1,PDD2L_HUMAN
Q9BRP8,PYM1_HUMAN
Q9BRQ0,PYGO2_HUMAN
Q9BRQ5,ORAI3_HUMAN
Q9BRQ6,MIC25_HUMAN
Q9BRR0,ZKSC3_HUMAN
Q9BRR3,TM246_HUMAN
Q9BRR8,GPTC1_HUMAN
Q9BRR9,RHG09_HUMAN
Q9BRS2,RIOK1_HUMAN
Q9BRS8,LARP6_HUMAN
Q9BRT6,LLPH_HUMAN
Q9BRT8,CBWD1_HUMAN
Q9BRU2,TCAL7_HUMAN
Q9BRU9,UTP23_HUMAN
Q9BRV8,SIKE1_HUMAN
Q9BRX8,PXL2A_HUMAN
Q9BRY0,S39A3_HUMAN
Q9BRZ2,TRI56_HUMAN
Q9BS31,ZN649_HUMAN
Q9BS91,S35A5_HUMAN
Q9BS92,NPS3B_HUMAN
Q9BSA4,TTYH2_HUMAN
Q9BSA9,TM175_HUMAN
Q9BSC4,NOL10_HUMAN
Q9BSD3,RHNO1_HUMAN
Q9BSE2,TMM79_HUMAN
Q9BSE4,HERP2_HUMAN
Q9BSE5,SPEB_HUMAN
Q9BSF0,SMAKA_HUMAN
Q9BSF8,BTBDA_HUMAN
Q9BSG5,RTBDN_HUMAN
Q9BSH4,TACO1_HUMAN
Q9BSI4,TINF2_HUMAN
Q9BSJ2,GCP2_HUMAN
Q9BSJ5,CQ080_HUMAN
Q9BSJ6,PIMRE_HUMAN
Q9BSJ8,ESYT1_HUMAN
Q9BSK1,ZN577_HUMAN
Q9BSL1,UBAC1_HUMAN
Q9BSM1,PCGF1_HUMAN
Q9BSQ5,CCM2_HUMAN
Q9BSR8,YIPF4_HUMAN
Q9BST9,RTKN_HUMAN
Q9BSU3,NAA11_HUMAN
Q9BSV6,SEN34_HUMAN
Q9BSW2,EFC4B_HUMAN
Q9BSW7,SYT17_HUMAN
Q9BSY9,DESI2_HUMAN
Q9BT09,CNPY3_HUMAN
Q9BT23,LIMD2_HUMAN
Q9BT25,HAUS8_HUMAN
Q9BT43,RPC7L_HUMAN
Q9BT49,THAP7_HUMAN
Q9BT56,SPXN_HUMAN
Q9BT67,NFIP1_HUMAN
Q9BT76,UPK3B_HUMAN
Q9BT81,SOX7_HUMAN
Q9BT88,SYT11_HUMAN
Q9BTA9,WAC_HUMAN
Q9BTC0,DIDO1_HUMAN
Q9BTC8,MTA3_HUMAN
Q9BTD3,TM121_HUMAN
Q9BTD8,RBM42_HUMAN
Q9BTE3,MCMBP_HUMAN
Q9BTE7,DCNL5_HUMAN
Q9BTF0,THUM2_HUMAN
Q9BTK6,PAGR1_HUMAN
Q9BTL3,RAMAC_HUMAN
Q9BTL4,IER2_HUMAN
Q9BTN0,LRFN3_HUMAN
Q9BTP6,ZBED2_HUMAN
Q9BTT0,AN32E_HUMAN
Q9BTT6,LRRC1_HUMAN
Q9BTU6,P4K2A_HUMAN
Q9BTV6,DPH7_HUMAN
Q9BTV7,CABL2_HUMAN
Q9BTX1,NDC1_HUMAN
Q9BTX3,TM208_HUMAN
Q9BU19,ZN692_HUMAN
Q9BU23,LMF2_HUMAN
Q9BU61,NDUF3_HUMAN
Q9BU68,PR15L_HUMAN
Q9BU70,TRMO_HUMAN
Q9BU76,MMTA2_HUMAN
Q9BUA3,SPNDC_HUMAN
Q9BUA6,MYL10_HUMAN
Q9BUB4,ADAT1_HUMAN
Q9BUB5,MKNK1_HUMAN
Q9BUB7,TMM70_HUMAN
Q9BUF7,CRUM3_HUMAN
Q9BUG6,ZSA5A_HUMAN
Q9BUH6,PAXX_HUMAN
Q9BUH8,BEGIN_HUMAN
Q9BUI4,RPC3_HUMAN
Q9BUJ2,HNRL1_HUMAN
Q9BUL5,PHF23_HUMAN
Q9BUL9,RPP25_HUMAN
Q9BUN1,MENT_HUMAN
Q9BUN5,CC28B_HUMAN
Q9BUN8,DERL1_HUMAN
Q9BUP0,EFHD1_HUMAN
Q9BUQ8,DDX23_HUMAN
Q9BUR4,TCAB1_HUMAN
Q9BUT9,MCRI2_HUMAN
Q9BUU2,MET22_HUMAN
Q9BUV0,RSRP1_HUMAN
Q9BUY5,ZN426_HUMAN
Q9BV36,MELPH_HUMAN
Q9BV38,WDR18_HUMAN
Q9BV44,THUM3_HUMAN
Q9BV47,DUS26_HUMAN
Q9BV68,RN126_HUMAN
Q9BV73,CP250_HUMAN
Q9BV79,MECR_HUMAN
Q9BV87,CNPD1_HUMAN
Q9BV94,EDEM2_HUMAN
Q9BV97,ZN747_HUMAN
Q9BVA0,KTNB1_HUMAN
Q9BVA6,FICD_HUMAN
Q9BVC5,ASHWN_HUMAN
Q9BVC6,TM109_HUMAN
Q9BVG4,PBDC1_HUMAN
Q9BVG8,KIFC3_HUMAN
Q9BVG9,PTSS2_HUMAN
Q9BVH7,SIA7E_HUMAN
Q9BVI0,PHF20_HUMAN
Q9BVJ6,UT14A_HUMAN
Q9BVL2,NUP58_HUMAN
Q9BVN2,RUSC1_HUMAN
Q9BVP2,GNL3_HUMAN
Q9BVS4,RIOK2_HUMAN
Q9BVS5,TR61B_HUMAN
Q9BVT8,TMUB1_HUMAN
Q9BVV2,FND11_HUMAN
Q9BVV6,TALD3_HUMAN
Q9BVV7,TIM21_HUMAN
Q9BVV8,F174C_HUMAN
Q9BVW5,TIPIN_HUMAN
Q9BVW6,SMIM2_HUMAN
Q9BVX2,T106C_HUMAN
Q9BW04,SARG_HUMAN
Q9BW11,MAD3_HUMAN
Q9BW19,KIFC1_HUMAN
Q9BW61,DDA1_HUMAN
Q9BW62,KATL1_HUMAN
Q9BW71,HIRP3_HUMAN
Q9BW72,HIG2A_HUMAN
Q9BW85,YJU2_HUMAN
Q9BWC9,CC106_HUMAN
Q9BWE0,REPI1_HUMAN
Q9BWF2,TRAIP_HUMAN
Q9BWF3,RBM4_HUMAN
Q9BWG4,SSBP4_HUMAN
Q9BWG6,SCNM1_HUMAN
Q9BWH2,FUND2_HUMAN
Q9BWH6,RPAP1_HUMAN
Q9BWK5,CYREN_HUMAN
Q9BWL3,CA043_HUMAN
Q9BWN1,PRR14_HUMAN
Q9BWP8,COL11_HUMAN
Q9BWQ6,YIPF2_HUMAN
Q9BWQ8,LFG2_HUMAN
Q9BWS9,CHID1_HUMAN
Q9BWT1,CDCA7_HUMAN
Q9BWT3,PAPOG_HUMAN
Q9BWU0,NADAP_HUMAN
Q9BWU1,CDK19_HUMAN
Q9BWV1,BOC_HUMAN
Q9BWV3,CDAC1_HUMAN
Q9BWV7,TTLL2_HUMAN
Q9BWW4,SSBP3_HUMAN
Q9BWW8,APOL6_HUMAN
Q9BWW9,APOL5_HUMAN
Q9BWX1,PHF7_HUMAN
Q9BWX5,GATA5_HUMAN
Q9BX10,GTPB2_HUMAN
Q9BX26,SYCP2_HUMAN
Q9BX40,LS14B_HUMAN
Q9BX46,RBM24_HUMAN
Q9BX59,TPSNR_HUMAN
Q9BX63,FANCJ_HUMAN
Q9BX66,SRBS1_HUMAN
Q9BX67,JAM3_HUMAN
Q9BX68,HINT2_HUMAN
Q9BX69,CARD6_HUMAN
Q9BX70,BTBD2_HUMAN
Q9BX73,TM2D2_HUMAN
Q9BX79,STRA6_HUMAN
Q9BX82,ZN471_HUMAN
Q9BX84,TRPM6_HUMAN
Q9BX95,SGPP1_HUMAN
Q9BX97,PLVAP_HUMAN
Q9BXA7,TSSK1_HUMAN
Q9BXA9,SALL3_HUMAN
Q9BXB4,OSB11_HUMAN
Q9BXB5,OSB10_HUMAN
Q9BXB7,SPT16_HUMAN
Q9BXC0,HCAR1_HUMAN
Q9BXF3,CECR2_HUMAN
Q9BXF6,RFIP5_HUMAN
Q9BXF9,TEKT3_HUMAN
Q9BXG8,SPZ1_HUMAN
Q9BXI6,TB10A_HUMAN
Q9BXI9,C1QT6_HUMAN
Q9BXJ0,C1QT5_HUMAN
Q9BXJ1,C1QT1_HUMAN
Q9BXJ2,C1QT7_HUMAN
Q9BXJ4,C1QT3_HUMAN
Q9BXJ5,C1QT2_HUMAN
Q9BXJ7,AMNLS_HUMAN
Q9BXJ9,NAA15_HUMAN
Q9BXK1,KLF16_HUMAN
Q9BXK5,B2L13_HUMAN
Q9BXL5,HEMGN_HUMAN
Q9BXL6,CAR14_HUMAN
Q9BXL7,CAR11_HUMAN
Q9BXL8,CDCA4_HUMAN
Q9BXM0,PRAX_HUMAN
Q9BXM7,PINK1_HUMAN
Q9BXN1,ASPN_HUMAN
Q9BXN2,CLC7A_HUMAN
Q9BXP2,S12A9_HUMAN
Q9BXP5,SRRT_HUMAN
Q9BXP8,PAPP2_HUMAN
Q9BXQ6,T121B_HUMAN
Q9BXR5,TLR10_HUMAN
Q9BXS0,COPA1_HUMAN
Q9BXS4,TMM59_HUMAN
Q9BXS6,NUSAP_HUMAN
Q9BXS9,S26A6_HUMAN
Q9BXT2,CCG6_HUMAN
Q9BXT5,TEX15_HUMAN
Q9BXT8,RNF17_HUMAN
Q9BXU0,TEX12_HUMAN
Q9BXU1,STK31_HUMAN
Q9BXU2,TX13B_HUMAN
Q9BXU3,TX13A_HUMAN
Q9BXU7,UBP26_HUMAN
Q9BXV9,GON7_HUMAN
Q9BXW6,OSBL1_HUMAN
Q9BXW7,HDHD5_HUMAN
Q9BXW9,FACD2_HUMAN
Q9BXX0,EMIL2_HUMAN
Q9BXX2,AN30B_HUMAN
Q9BXX3,AN30A_HUMAN
Q9BXY0,MAK16_HUMAN
Q9BXY4,RSPO3_HUMAN
Q9BXY8,BEX2_HUMAN
Q9BY07,S4A5_HUMAN
Q9BY08,EBPL_HUMAN
Q9BY11,PACN1_HUMAN
Q9BY12,SCAPE_HUMAN
Q9BY15,AGRE3_HUMAN
Q9BY21,GPR87_HUMAN
Q9BY42,RTF2_HUMAN
Q9BY43,CHM4A_HUMAN
